Year,Area,Street,Street 2,Strange HTML
2012,,FRONTí«OFFCIEí«KINGSí«HEATHí«POLICEí«STATION,FRONT OFFCIE KINGS HEATH POLICE STATION,
2012,," Frontí«Office,í«Stechfordí«Policeí«Station"," Front Office, Stechford Police Station",
2012,,gibbinsí«road,gibbins road,
2012,,Gilsaní«Way,Gilsan Way,
2012,,Gospelí«Farmí«Road,Gospel Farm Road,
2012,," Gospelí«Lane,í«Acocksí«Green"," Gospel Lane, Acocks Green",
2012,,Greení«laneí«Bordesleyí«Green,Green lane Bordesley Green,
2012,,greswoldí«road,greswold road,
2012,,Harbourneí«Roadí«Harbourne,Harbourne Road Harbourne,
2012,," Hazelvilleí«Road,í«í«Hallí«Green"," Hazelville Road,  Hall Green",
2012,,Heartlandsí«Hospital,Heartlands Hospital,
2012,,Heartlandsí«Hospital,Heartlands Hospital,
2012,,Heartlandsí«Hospital,Heartlands Hospital,
2012,,Heartlandsí«hospital,Heartlands hospital,
2012,,heathfieldí«road,heathfield road,
2012,,Herrickí«Road,Herrick Road,
2012,,Highí«Street,High Street,
2012,,Highí«Streetí«Kingsí«Heath,High Street Kings Heath,
2012,,Highí«Streetí«Solihull,High Street Solihull,
2012,,Highfieldí«Road,Highfield Road,
2012,,Highfieldí«Roadí«Sparkí«Brook.,Highfield Road Spark Brook.,
2012,,Homeí«Address,Home Address,
2012,,Homerí«Rdí«nearí«Holidayí«Inn,Homer Rd near Holiday Inn,
2012,,Horrellí«Roadí«Sheldon,Horrell Road Sheldon,
2012,,Ivyí«Houseí«Roadí«Westí«Heath,Ivy House Road West Heath,
2012,,Jakemaní«Road,Jakeman Road,
2012,,juniperí«close,juniper close,
2012,,Kembertoní«Road,Kemberton Road,
2012,,kingsí«heathí«highí«st,kings heath high st,
2012,,Kingsí«Nortoní«Green,Kings Norton Green,
2012,,Ladyí«poolí«road,Lady pool road,
2012,,Ladyí«Poolí«Road,Lady Pool Road,
2012,,Ladypoolí«Road,Ladypool Road,
2012,,Leaí«Hallí«Road,Lea Hall Road,
2012,,lowerí«Severní«Street,lower Severn Street,
2012,,Maryí«Street,Mary Street,
2012,,Maryí«Street,Mary Street,
2012,,middleí«parkí«road,middle park road,
2012,,Milestoneí«house,Milestone house,
2012,,Milestoneí«house,Milestone house,
2012,,Milestoneí«house,Milestone house,
2012,,Monyhullí«Road,Monyhull Road,
2012,,Moseleyí«Road,Moseley Road,
2012,,Newí«Streetí«Railwayí«Station,New Street Railway Station,
2012,,Newí«Streetí«Station,New Street Station,
2012,,Northlieghí«rdí«wardí«end,Northliegh rd ward end,
2012,," O/Sí«Assemblyí«Rooms,í«Poplarí«Way,í«Solihull"," O/S Assembly Rooms, Poplar Way, Solihull",
2012,," O/Sí«Assemblyí«Rooms,í«Solihullí«Towní«Centre"," O/S Assembly Rooms, Solihull Town Centre",
2012,," o/sí«Chargrillí«Chicken,í«Coventryí«Road"," o/s Chargrill Chicken, Coventry Road",
2012,,Oltoní«Boulevardí«East,Olton Boulevard East,
2012,,OUTí«SIDEí«FISHí«BARí«HOBMOOREí«ROAD.,OUT SIDE FISH BAR HOBMOORE ROAD.,
2012,,outsideí«Ardení«oakí«pub,outside Arden oak pub,
2012,," outsideí«stí«colombiaí«nurseryí«,alcesterí«road"," outside st colombia nursery ,alcester road",
2012,,Outsideí«theí«Bullsí«Head,Outside the Bulls Head,
2012,," Parkerí«Street,í«Edgbaston"," Parker Street, Edgbaston",
2012,,Parklandí«oní«Theí«Heathway,Parkland on The Heathway,
2012,,Partridgeí«Road,Partridge Road,
2012,,Pershoreí«Road,Pershore Road,
2012,," Plymouthí«Road,í«Stirchley"," Plymouth Road, Stirchley",
2012,," Poplarí«Road,í«Solihull"," Poplar Road, Solihull",
2012,,reaí«road,rea road,
2012,,Regencyí«Hotel,Regency Hotel,
2012,," RUNCURNí«ROAD,í«BALSALLí«HEATH"," RUNCURN ROAD, BALSALL HEATH",
2012,,schoolí«road,school road,
2012,,Sheathí«Lane,Sheath Lane,
2012,,Sheldoní«Heathí«Park,Sheldon Heath Park,
2012,," Shirleyí«Road,í«Acocksí«Green."," Shirley Road, Acocks Green.",
2012,,Solihullí«Towní«Centre,Solihull Town Centre,
2012,,Stí«Marysí«Road,St Marys Road,
2012,,Stí«Marysí«Row,St Marys Row,
2012,," Stí«Mary'sí«Row,í«Moseley"," St Mary's Row, Moseley",
2012,,Stí«Paulsí«road,St Pauls road,
2012,,Stí«Paulsí«road,St Pauls road,
2012,,Stationí«Roadí«Stechford,Station Road Stechford,
2012,,Stationí«Roadí«Stechford,Station Road Stechford,
2012,," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,," Stationí«Road,í«Solihul"," Station Road, Solihul",
2012,,stechfordí«policeí«station,stechford police station,
2012,,Stechfordí«Swimmingí«Baths,Stechford Swimming Baths,
2012,,Stoneyí«lane,Stoney lane,
2012,,Stratfordí«Road,Stratford Road,
2012,," STRATFORDí«ROAD,í«SPARKBROOK"," STRATFORD ROAD, SPARKBROOK",
2012,," Stratfordí«Road,í«Sparkhill"," Stratford Road, Sparkhill",
2012,," SUMMERFIELDí«ROAD,í«WEOLEYí«CASTLE"," SUMMERFIELD ROAD, WEOLEY CASTLE",
2012,,Sunbeamí«way.,Sunbeam way.,
2012,,Swanshurstí«Park,Swanshurst Park,
2012,,Theí«Paradeí«Suttoní«Coldfield,The Parade Sutton Coldfield,
2012,,Theí«Radleys,The Radleys,
2012,,Tileí«Crossí«Road,Tile Cross Road,
2012,," Toteí«Bettingí«shop,í«Alumí«Rockí«Road"," Tote Betting shop, Alum Rock Road",
2012,,Turnburryí«Road,Turnburry Road,
2012,," Umbersladeí«Road,í«Sellyí«Oak"," Umberslade Road, Selly Oak",
2012,," VICARAGEí«ROAD,í«KINGHSí«HEATH"," VICARAGE ROAD, KINGHS HEATH",
2012,," Victoriaí«Road,í«Bordesleyí«Green"," Victoria Road, Bordesley Green",
2012,,WAKEí«GREENí«ROAD,WAKE GREEN ROAD,
2012,,Wardí«Endí«Park,Ward End Park,
2012,,warwichí«rd,warwich rd,
2012,,Warwickí«Road,Warwick Road,
2012,," warwickí«road,í«accocksí«green"," warwick road, accocks green",
2012,,Washí«Lane,Wash Lane,
2012,,washwoodí«heathí«road,washwood heath road,
2012,,Washwoodí«Heathí«Road,Washwood Heath Road,
2012,," Watsoní«Road,í«Alumí«Rock"," Watson Road, Alum Rock",
2012,," Wheatcroftí«Road,í«Chelmesleyí«Wood"," Wheatcroft Road, Chelmesley Wood",
2012,," WHEATSHEAFí«PHí«COVENTRYí«ROAD,í«SHELDON"," WHEATSHEAF PH COVENTRY ROAD, SHELDON",
2012,," WheatSheaf,í«Coventryí«Road."," WheatSheaf, Coventry Road.",
2012,," Williamí«Hillí«Bookmakers,í«Washwoodí«Heathí«Road"," William Hill Bookmakers, Washwood Heath Road",
2012,,woodbridgeí«rd,woodbridge rd,
2012,,Woodbridgeí«Road,Woodbridge Road,
2012,,ACORNí«PUBLICí«HOUSE,ACORN PUBLIC HOUSE,
2012,,Atlanticí«Rd,Atlantic Rd,
2012,," Aylesburyí«Crescent,í«Kingstanding,í«B'ham"," Aylesbury Crescent, Kingstanding, B'ham",
2012,,beggersí«bush,beggers bush,
2012,,bendallí«rd.í«kingstanding,bendall rd. kingstanding,
2012,," Berryfieldsí«Road,í«Walmley,í«Suttoní«Coldfield"," Berryfields Road, Walmley, Sutton Coldfield",
2012,,Birminghamí«Rd,Birmingham Rd,
2012,,Birminghamí«Road,Birmingham Road,
2012,,Birminghamí«Road,Birmingham Road,
2012,,Birminghamí«Road,Birmingham Road,
2012,," Birminghamí«Road,í«Wyldeí«Green"," Birmingham Road, Wylde Green",
2012,," Birminghamí«Road,í«Wyldeí«Green"," Birmingham Road, Wylde Green",
2012,,Boldmereí«Road,Boldmere Road,
2012,,Bottleí«ofí«Sack,Bottle of Sack,
2012,," Boundaryí«Road,í«Erdington"," Boundary Road, Erdington",
2012,," Brassingtoní«Avenue,í«Suttoní«Coldfield"," Brassington Avenue, Sutton Coldfield",
2012,,Broadí«St]#,Broad St]#,
2012,," Capilanoí«Road,í«Erdington"," Capilano Road, Erdington",
2012,,Carí«Parkí«Lidlí«Pelhamí«Rdí«aLUMí«rOCK,Car Park Lidl Pelham Rd aLUM rOCK,
2012,,CARí«PARKí«OFí«OLDí«SPECKLEDí«HENí«PUBLICí«HOUSEí«MEREí«GREEN,CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN,
2012,," Carí«Parkí«Reddicapí«Tavern,í«Hollyfieldí«Road,í«Falconí«Lodge"," Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge",
2012,," Carí«park,í«Kenilworthí«Court,í«Wheelwrightí«Rd"," Car park, Kenilworth Court, Wheelwright Rd",
2012,,Chesterí«Road,Chester Road,
2012,," Chesterfieldí«Grove,í«Pypeí«Hayes"," Chesterfield Grove, Pype Hayes",
2012,,Chipsteadí«Road,Chipstead Road,
2012,," Churchí«Road,í«Erdington"," Church Road, Erdington",
2012,," Cotoní«Lane,í«Erdington,í«B'ham"," Coton Lane, Erdington, B'ham",
2012,,Cottishallí«Walk,Cottishall Walk,
2012,,Courtí«Lane,Court Lane,
2012,,COurtí«Lane,COurt Lane,
2012,,DUKEí«STREET,DUKE STREET,
2012,," Ebrookí«Road,í«Suttoní«Coldfield"," Ebrook Road, Sutton Coldfield",
2012,,Emscoteí«Road,Emscote Road,
2012,,Erdingtoní«Highí«Street,Erdington High Street,
2012,,Erdingtoní«Highí«Street,Erdington High Street,
2012,,Erdingtoní«Highí«Street,Erdington High Street,
2012,,Firbeckí«Grove,Firbeck Grove,
2012,,FRANCESí«ROADí«ERDINGTON,FRANCES ROAD ERDINGTON,
2012,,Frontí«Odfficeí«Suttoní«Coldfield,Front Odffice Sutton Coldfield,
2012,,Goodí«Hopeí«Hospital,Good Hope Hospital,
2012,," Gracechuchí«Shoppingí«Centre,í«Suttoní«Coldfield"," Gracechuch Shopping Centre, Sutton Coldfield",
2012,,Gravellyí«Hill,Gravelly Hill,
2012,," Hairyí«Lemon,í«Erdingtoní«Highí«Street."," Hairy Lemon, Erdington High Street.",
2012,,HAIRYí«LEMON.í«Lowerí«Parade,HAIRY LEMON. Lower Parade,
2012,,HAIRYí«LEMON.í«Lowerí«Parade,HAIRY LEMON. Lower Parade,
2012,," Hamptoní«Road,í«Erdington,í«B'ham"," Hampton Road, Erdington, B'ham",
2012,,Hellbeyí«Close,Hellbey Close,
2012,,highí«stí«.í«suttoní«coldfield,high st . sutton coldfield,
2012,,Highí«Stí«Erdington,High St Erdington,
2012,," Highí«Street,í«Erdington"," High Street, Erdington",
2012,," Highí«Street,í«Erdington"," High Street, Erdington",
2012,," Highí«Street,í«Erdington"," High Street, Erdington",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGHí«STREET,í«ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," highí«street,í«erdington."," high street, erdington.",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,," Inlandí«Road,í«Erdington,í«B'ham"," Inland Road, Erdington, B'ham",
2012,," Jobí«Centre,í«Suttoní«Newí«Road,í«Erdington"," Job Centre, Sutton New Road, Erdington",
2012,," Johnsoní«Road,í«Erdington,í«Birmingham"," Johnson Road, Erdington, Birmingham",
2012,," Johnsoní«Road,í«Erdington,í«Birmingham."," Johnson Road, Erdington, Birmingham.",
2012,,Kingsí«Rd,Kings Rd,
2012,," KINGSBURYí«ROAD,í«CASTLEí«VALE"," KINGSBURY ROAD, CASTLE VALE",
2012,,Lichfieldí«rd,Lichfield rd,
2012,,Lichfieldí«Road,Lichfield Road,
2012,," Lichfieldí«Road,í«Suttoní«Coldfield"," Lichfield Road, Sutton Coldfield",
2012,," Lichfieldí«Road,í«Suttoní«Coldfield"," Lichfield Road, Sutton Coldfield",
2012,,Littení«Treeí«PHí«Suttoní«Towní«Centre,Litten Tree PH Sutton Town Centre,
2012,,Lowerí«Parade,Lower Parade,
2012,,LOWERí«PARADE,LOWER PARADE,
2012,,Lowerí«parade,Lower parade,
2012,,LOWERí«PARADE,LOWER PARADE,
2012,,Lowerí«Parade,Lower Parade,
2012,," lowerí«paradeí«,í«suttoní«coldfield"," lower parade , sutton coldfield",
2012,,Lowerí«Paradeí«Suttoní«Coldfield,Lower Parade Sutton Coldfield,
2012,," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lowerí«Parade,í«Suttoní«Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lowerí«Parade,í«Suttoní«Coldfield,í«Birmingham"," Lower Parade, Sutton Coldfield, Birmingham",
2012,," Lowerí«Parade,í«Suttoní«Coldfield."," Lower Parade, Sutton Coldfield.",
2012,," Lowerí«parade,í«Suttoní«towní«centre"," Lower parade, Sutton town centre",
2012,," Madehurstí«Road,í«erdington"," Madehurst Road, erdington",
2012,," MARROWFATí«RAOD,í«HANDSWORTH"," MARROWFAT RAOD, HANDSWORTH",
2012,," Marshí«hillí«,í«Erdington.í«(í«BNí«)"," Marsh hill , Erdington. ( BN )",
2012,," Marshí«lane,í«Erdington,í«B'ham"," Marsh lane, Erdington, B'ham",
2012,,MEREí«GREENí«ISLANDí«LICHFIELDí«ROAD,MERE GREEN ISLAND LICHFIELD ROAD,
2012,,Millí«Avenue,Mill Avenue,
2012,,Millí«stí«@í«highí«street,Mill st @ high street,
2012,,Newí«Street,New Street,
2012,,Newí«Streetí«Station,New Street Station,
2012,,Newdigateí«Road,Newdigate Road,
2012,,Newhallí«Carpark,Newhall Carpark,
2012,," Newhallí«Walk,í«Suttoní«Coldfield"," Newhall Walk, Sutton Coldfield",
2012,," Normantoní«Tower,í«Beechmountí«Drive,í«Erdington,í«Birmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,,Northí«Holtí«Road,North Holt Road,
2012,,NORTHOLTí«DRIVE,NORTHOLT DRIVE,
2012,,O/Sí«H/A,O/S H/A,
2012,,O/sí«Hairyí«Lemoní«PH,O/s Hairy Lemon PH,
2012,," O/Sí«Kingsí«Armsí«PH,í«Coleshillí«Road"," O/S Kings Arms PH, Coleshill Road",
2012,," O/Sí«Kingsí«Armsí«PH,í«Coleshillí«Road"," O/S Kings Arms PH, Coleshill Road",
2012,,O/Sí«LITTENí«TREE,O/S LITTEN TREE,
2012,,O/Sí«MOOí«MOOSí«southí«parade,O/S MOO MOOS south parade,
2012,," O/sí«MooMooí«Club,í«Suttoní«Towní«Centre"," O/s MooMoo Club, Sutton Town Centre",
2012,," O/Sí«MooMoosí«nightí«club,í«Southí«parade"," O/S MooMoos night club, South parade",
2012,," O/Sí«MooMoos,í«Lowerí«parade,í«Suttoní«Towní«Centre"," O/S MooMoos, Lower parade, Sutton Town Centre",
2012,,O/Sí«Stationí«PH,O/S Station PH,
2012,," O/Sí«Templeí«Bar,í«S/Cí«Towní«Centre"," O/S Temple Bar, S/C Town Centre",
2012,,Orphanageí«rd,Orphanage rd,
2012,," Outsideí«Bagotí«Arms,í«Chesterí«Road,í«Pypeí«Hayes"," Outside Bagot Arms, Chester Road, Pype Hayes",
2012,," OUTSIDEí«CITYí«VIEW,í«ERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON",
2012,," Outsideí«HIRYí«LEMON,í«Suttoní«Towní«Crntr"," Outside HIRY LEMON, Sutton Town Crntr",
2012,,outsideí«homeí«address,outside home address,
2012,,outsideí«homeí«address,outside home address,
2012,,Outsideí«Homeí«Address,Outside Home Address,
2012,," OUTSIDEí«LITTENí«TREE,í«BIRMINGHAMí«ROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD",
2012,," outsideí«MooMoo'sí«Bar,í«Southí«Parade,í«Suttoní«Coldfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield",
2012,," outsideí«MooMoo'sí«Bar,í«Southí«Parade,í«Suttoní«Coldfield."," outside MooMoo's Bar, South Parade, Sutton Coldfield.",
2012,," OUTSIDEí«NEWí«STREETí«STATION,í«BIRMINGHAMí«CITYí«CENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE",
2012,," Outsideí«Templeí«bar,í«Lowerí«Parade,í«Suttoní«Coldfield"," Outside Temple bar, Lower Parade, Sutton Coldfield",
2012,," Outsideí«Theí«Swaní«Publicí«house,í«Highí«Street,í«Erdington"," Outside The Swan Public house, High Street, Erdington",
2012,," Outsideí«theí«Templeí«Bar,í«Suttoní«Coldfieldí«towní«centre."," Outside the Temple Bar, Sutton Coldfield town centre.",
2012,,paradeí«sutton,parade sutton,
2012,,paradeí«Suttoní«coldfield,parade Sutton coldfield,
2012,,paradeí«Suttoní«coldfield,parade Sutton coldfield,
2012,,Paradeí«Suttoní«coldfieldí«Towní«Centre,Parade Sutton coldfield Town Centre,
2012,," parade,í«suttoní«coldfield"," parade, sutton coldfield",
2012,," Rectoryí«Road,í«Suttoní«Coldfield"," Rectory Road, Sutton Coldfield",
2012,,Reddicapí«Hill,Reddicap Hill,
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,," Redwingí«Grove,í«Erdington,í«B'ham"," Redwing Grove, Erdington, B'ham",
2012,,reservoirí«rdí«erdington,reservoir rd erdington,
2012,,reservoirí«rdí«erdington,reservoir rd erdington,
2012,,reservoirí«rdí«erdington,reservoir rd erdington,
2012,,reservoirí«rdí«erdington,reservoir rd erdington,
2012,,reservoirí«rdí«erdington,reservoir rd erdington,
2012,,RESERVOIRí«ROAD,RESERVOIR ROAD,
2012,," Ridgeway,í«Erdington"," Ridgeway, Erdington",
2012,,SCí«Towní«Centre,SC Town Centre,
2012,,Shortí«Heathí«Rd,Short Heath Rd,
2012,,Sladeí«Road,Slade Road,
2012,,Sladeí«Road,Slade Road,
2012,," SOMERSETí«ROAD,í«ERDINGTON"," SOMERSET ROAD, ERDINGTON",
2012,,Southí«Parade,South Parade,
2012,,Southí«Parade,South Parade,
2012,,Southí«Parade,South Parade,
2012,,Southí«Parade,South Parade,
2012,,Southí«Parade,South Parade,
2012,,Southí«Parade,South Parade,
2012,,Southí«paradeí«ŒŠí_Œí«Suttoní«Coldfieldí«Towní«Centre,South parade ŒŠí_Œ Sutton Coldfield Town Centre,
2012,,Southí«paradeí«O/sí«Moomoo,South parade O/s Moomoo,
2012,,Southí«paradeí«S/Cí«Towní«Centre,South parade S/C Town Centre,
2012,," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,," SOUTHí«PARADE,í«SUTTONí«COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,," SOUTHí«PARADE,í«SUTTONí«COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,," SOUTHí«PARADE,í«SUTTONí«COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD",
2012,," Southí«Parade,í«Suttoní«Coldfield"," South Parade, Sutton Coldfield",
2012,," Southí«Parade,í«Suttoní«Coldfield,í«Birmingham"," South Parade, Sutton Coldfield, Birmingham",
2012,," Southí«Parades,í«Suttoní«Coldfield"," South Parades, Sutton Coldfield",
2012,," Stí«Maryí«&í«Stí«Johní«Socialí«Club,í«Gravellyí«Hillí«North"," St Mary & St John Social Club, Gravelly Hill North",
2012,,Suttoní«Newí«Road,Sutton New Road,
2012,," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
2012,," Suttoní«Newí«Road,í«Erdington"," Sutton New Road, Erdington",
